step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
1092,5303280,4368,0.026398828342707147,0.25,0.9215686274509803,,,
1093,5304756,4372,0.033077552922812274,0.0,0.7241379310344828,,,
1094,5310776,4376,0.017824314061891118,0.25,0.88,,,
1095,5311868,4380,0.03356415986348134,0.25,0.9298245614035088,,,
1096,5314496,4384,0.02579855506100538,0.5,0.8809523809523809,,,
1097,5318692,4388,0.015260619375528554,0.25,0.9090909090909091,0.02291635861979848,0.25,0.8840579710144928
1098,5321160,4392,0.024102214018558714,0.0,0.9111111111111111,,,
1099,5324908,4396,0.020657046300649528,0.0,0.96,,,
1100,5331024,4400,0.02083138746466536,0.0,0.9032258064516129,,,
1101,5336244,4404,0.018980730209862243,0.0,0.9555555555555556,,,
1102,5339896,4408,0.026510173019002912,0.0,0.8392857142857143,,,
1103,5347676,4412,0.021645884938302155,0.0,0.9385964912280702,,,
1104,5354944,4416,0.017957296894370513,0.75,0.9529411764705882,,,
1105,5357956,4420,0.024369688397702864,0.75,0.9696969696969697,0.02413929050356192,0.0,0.8558558558558559
1106,5363464,4424,0.015417378651972881,0.25,0.9595959595959596,,,
1107,5371276,4428,0.015394191287340623,0.25,0.9148936170212766,,,
1108,5375632,4432,0.01920117626038799,0.0,0.9478260869565217,,,
1109,5377620,4436,0.025580542390085146,0.5,0.8888888888888888,,,
1110,5382136,4440,0.021564928800546477,0.5,0.9354838709677419,,,
1111,5385852,4444,0.020218949811473916,0.0,0.9090909090909091,,,
1112,5390816,4448,0.019827524953306565,0.25,0.9120879120879121,,,
1113,5395748,4452,0.01755777693516968,0.5,0.8780487804878049,0.017528098729089534,0.0,0.8545454545454545
1114,5401320,4456,0.021166153692794815,0.0,0.9285714285714286,,,
1115,5409132,4460,0.01898914693292128,0.25,0.85,,,
1116,5416880,4464,0.01603766287340369,0.5,0.9637681159420289,,,
1117,5422068,4468,0.020927968531629475,0.25,0.9711538461538461,,,
1118,5426104,4472,0.02201389297943181,0.25,0.7058823529411765,,,
1119,5433948,4476,0.014780402157603324,0.25,0.9253731343283582,,,
1120,5435872,4480,0.032150368117894075,0.25,0.9444444444444444,,,
1121,5441060,4484,0.01908367180557944,0.25,0.8095238095238095,0.038792640874785365,0.0,0.8478260869565217
1122,5448776,4488,0.015841476430191685,0.0,0.8275862068965517,,,
1123,5452364,4492,0.01648378003100223,0.25,0.9166666666666666,,,
1124,5459632,4496,0.016509913011912306,0.0,0.9473684210526315,,,
1125,5467348,4500,0.01635219493542053,0.5,0.9302325581395349,,,
1126,5471288,4504,0.02082752081940756,0.0,0.9405940594059405,,,
1127,5475196,4508,0.026393997649754954,0.25,0.9504950495049505,,,
1128,5482912,4512,0.018833546618105223,0.0,0.8490566037735849,,,
1129,5490756,4516,0.017687801093937573,0.25,0.9230769230769231,0.033305706587549305,0.25,0.8611111111111112
1130,5494472,4520,0.020439684413938917,0.0,0.8958333333333334,,,
1131,5499404,4524,0.01718367419185742,0.0,0.9629629629629629,,,
1132,5507056,4528,0.013672126236664063,0.25,0.8867924528301887,,,
1133,5509428,4532,0.034616025430242454,0.0,0.9407407407407408,,,
1134,5515768,4536,0.013229339854171933,0.25,0.8947368421052632,,,
1135,5518396,4540,0.026586794305940815,0.25,0.9629629629629629,,,
1136,5522880,4544,0.017417441510012916,0.0,0.9542857142857143,,,
1137,5530692,4548,0.014033464489222009,0.25,0.8125,0.02413776492984443,0.25,0.9176470588235294
1138,5536008,4552,0.021219966617559104,0.0,0.9326923076923077,,,
1139,5538316,4556,0.030685466119493767,0.0,0.8571428571428571,,,
1140,5540784,4560,0.03420638926202774,0.0,0.9161676646706587,,,
1141,5546772,4564,0.01819699463915887,0.5,0.9629629629629629,,,
1142,5551736,4568,0.024915710101768476,0.0,0.9351851851851852,,,
1143,5558364,4572,0.014474677764335695,0.25,0.8421052631578947,,,
1144,5563456,4576,0.01345594142290617,0.5,0.974025974025974,,,
1145,5571300,4580,0.01397875975315129,0.75,0.9876543209876543,0.01669986307924862,0.25,0.954954954954955
1146,5578888,4584,0.015021280855618427,0.5,0.8518518518518519,,,
1147,5583020,4588,0.03532276055629508,0.25,0.9112149532710281,,,
1148,5587024,4592,0.01525490610387943,0.75,0.9423076923076923,,,
1149,5594868,4596,0.01593054083556857,0.0,0.8615384615384616,,,
1150,5599768,4600,0.018281369840469304,0.0,0.9737991266375546,,,
1151,5604828,4604,0.016129444876550398,0.25,0.9047619047619048,,,
1152,5608160,4608,0.021673317576835945,0.5,0.85,,,
1153,5610788,4612,0.018020827923536917,0.5,0.85,0.01815068167895222,0.25,0.9485294117647058
1154,5613896,4616,0.02108439031795423,0.0,0.8846153846153846,,,
1155,5621484,4620,0.015706533389009177,0.0,0.8405797101449275,,,
1156,5627856,4624,0.023757238375545473,0.0,0.9090909090909091,,,
1157,5630868,4628,0.02150027252411356,0.25,0.9647058823529412,,,
1158,5638680,4632,0.016200881538961112,0.0,0.8113207547169812,,,
1159,5640572,4636,0.028600915425342363,0.25,0.8809523809523809,,,
1160,5646464,4640,0.02090136909759082,0.0,0.9285714285714286,,,
1161,5649604,4644,0.0420004533264685,0.0,0.8521739130434782,0.01877107947262494,0.5,0.978021978021978
1162,5652360,4648,0.02726837617678102,0.0,0.9135802469135802,,,
1163,5655372,4652,0.025537014926682724,0.0,0.8723404255319149,,,
1164,5663088,4656,0.011802132011173963,0.25,0.7368421052631579,,,
1165,5670740,4660,0.014373092382924136,0.25,0.9556650246305419,,,
1166,5675096,4664,0.01935391507888609,0.25,0.9798994974874372,,,
1167,5677340,4668,0.017366116427798388,0.5,0.9534883720930233,,,
1168,5680576,4672,0.027202276522926585,0.0,0.9072164948453608,,,
1169,5688292,4676,0.014473361376550059,0.25,0.9479166666666666,0.023623533220338264,0.0,0.9230769230769231
1170,5692456,4680,0.014812484006125243,0.25,0.9576271186440678,,,
1171,5695980,4684,0.018117278869291837,0.5,0.8461538461538461,,,
1172,5698544,4688,0.02670154044111971,0.25,0.86,,,
1173,5703988,4692,0.01673409007998166,0.0,0.959731543624161,,,
1174,5708888,4696,0.030555245764801054,0.0,0.8494623655913979,,,
1175,5716764,4700,0.022411954246724743,0.0,0.7419354838709677,,,
1176,5721440,4704,0.012819049918680415,0.5,0.9577464788732394,,,
1177,5727236,4708,0.0194119049194545,0.0,0.890625,0.02475436653455842,0.0,0.9178082191780822
1178,5729512,4712,0.02352598420509315,0.0,0.9262295081967213,,,
1179,5731788,4716,0.027631123512148588,0.0,0.9210526315789473,,,
1180,5736880,4720,0.018790026616201747,0.75,0.9318181818181818,,,
1181,5744212,4724,0.01818795682183192,0.25,0.9418604651162791,,,
1182,5751768,4728,0.019187741926639974,0.25,0.8518518518518519,,,
1183,5753372,4732,0.03241401594842921,0.0,0.8923076923076924,,,
1184,5761088,4736,0.015038750467866452,0.0,0.9574468085106383,,,
1185,5767524,4740,0.015109052048619898,0.25,0.92,0.019728707748563203,0.0,0.8409090909090909
1186,5775272,4744,0.015732844092729514,0.25,0.8518518518518519,,,
1187,5778156,4748,0.025629348413196442,0.5,0.9166666666666666,,,
1188,5781872,4752,0.02413442514627228,0.25,0.946969696969697,,,
1189,5784980,4756,0.021464115894767877,0.5,0.9122807017543859,,,
1190,5788408,4760,0.027319065665653994,0.0,0.8888888888888888,,,
1191,5793180,4764,0.018203571235211408,0.25,0.970873786407767,,,
1192,5796288,4768,0.02130097366622422,0.5,0.8888888888888888,,,
1193,5800516,4772,0.013894178988651702,0.75,0.9512195121951219,0.023703700383331375,0.0,0.9381443298969072
1194,5804616,4776,0.022819016817635353,0.0,0.9012345679012346,,,
1195,5808108,4780,0.021004117194843172,0.5,0.9166666666666666,,,
1196,5815888,4784,0.02006030642860236,0.25,0.8484848484848485,,,
1197,5823604,4788,0.020273739047861245,0.25,0.7413793103448276,,,
1198,5830552,4792,0.016969907620395554,0.0,0.9662162162162162,,,
1199,5838364,4796,0.009236356924000284,0.5,0.8936170212765957,,,
1200,5843200,4800,0.016172645097780547,0.5,0.9655172413793104,,,
1201,5847652,4804,0.02208549560011172,0.25,0.9272727272727272,0.021454654118915537,0.25,0.8790322580645161
1202,5853032,4808,0.022186596009686546,0.0,0.9051724137931034,,,
1203,5859564,4812,0.0145875074200169,0.75,0.9662162162162162,,,
1204,5864624,4816,0.018494551097978446,0.25,0.9657142857142857,,,
1205,5866516,4820,0.03238676721823304,0.5,0.9230769230769231,,,
1206,5868664,4824,0.02930512725941888,0.0,0.92,,,
1207,5876508,4828,0.03034311224640029,0.0,0.7898550724637681,,,
1208,5882144,4832,0.014757362118217899,0.25,0.9540229885057471,,,
1209,5885092,4836,0.019360598676050986,0.5,0.9333333333333333,0.03267001537104557,0.0,0.8192771084337349
1210,5888584,4840,0.022329132894372303,0.25,0.8636363636363636,,,
1211,5896364,4844,0.013251532032982757,0.0,0.9375,,,
1212,5901904,4848,0.017650510760121172,0.0,0.7714285714285715,,,
1213,5906388,4852,0.02196033170271748,0.0,0.8823529411764706,,,
1214,5910488,4856,0.025357774120712315,0.25,0.9418604651162791,,,
1215,5918364,4860,0.011982216543762832,0.5,0.9523809523809523,,,
1216,5921184,4864,0.024387067483734925,0.0,0.7428571428571429,,,
1217,5928868,4868,0.022582225129622283,0.0,0.9330357142857143,0.027565463095051684,0.0,0.937888198757764
1218,5933064,4872,0.01839188488706882,0.0,0.9433962264150944,,,
1219,5937420,4876,0.01881077529634184,0.0,0.7674418604651163,,,
1220,5944976,4880,0.01790580368030535,0.25,0.9397590361445783,,,
1221,5952820,4884,0.018681002280517216,0.25,0.918918918918919,,,
1222,5955672,4888,0.027869414181464738,0.0,0.8775510204081632,,,
1223,5961724,4892,0.01575970020701376,0.25,0.8536585365853658,,,
1224,5969440,4896,0.0154159607947075,0.25,0.8928571428571429,,,
1225,5973380,4900,0.02311711677753803,0.25,0.9583333333333334,0.023756844546511866,0.0,0.8289473684210527
1226,5976680,4904,0.0247556493814444,0.5,0.7419354838709677,,,
1227,5984620,4908,0.02294498044748698,0.0,0.9022556390977443,,,
1228,5988336,4912,0.02398437433102569,0.5,0.9613259668508287,,,
1229,5990452,4916,0.03209476837302318,0.0,0.5,,,
1230,5994904,4920,0.022153177734342444,0.0,0.8676470588235294,,,
1231,5997084,4924,0.03216578720513713,0.25,0.7857142857142857,,,
1232,6004800,4928,0.009710151259736208,0.5,0.8518518518518519,,,
1233,6008644,4932,0.01712916034571089,0.5,0.9902439024390244,0.020657037221518404,0.25,0.8863636363636364
1234,6012872,4936,0.017313575973787416,0.25,0.9612903225806452,,,
1235,6016940,4940,0.013920468204127878,0.25,0.9074074074074074,,,
1236,6019216,4944,0.025635603522971995,0.5,0.9047619047619048,,,
1237,6022228,4948,0.02236340601267892,0.25,0.9681528662420382,,,
1238,6025080,4952,0.021312710386294637,0.0,0.8181818181818182,,,
1239,6029628,4956,0.019725977020403393,0.0,0.84375,,,
1240,6034976,4960,0.025227781994461247,0.0,0.821917808219178,,,
1241,6042820,4964,0.02063986544212636,0.25,0.7681159420289855,0.01770303165010283,0.5,0.9390243902439024
1242,6047464,4968,0.01853341757736003,0.25,0.9206349206349206,,,
1243,6055660,4972,0.015510472305673591,0.25,0.9496402877697842,,,
1244,6058032,4976,0.027736281989932467,0.25,0.9019607843137255,,,
1245,6064532,4980,0.014781965528092173,0.0,0.875,,,
1246,6071224,4984,0.01784123248596133,0.0,0.9320388349514563,,,
1247,6075804,4988,0.015753302709817552,0.0,0.863013698630137,,,
1248,6078048,4992,0.022121298426172838,0.5,0.9090909090909091,,,
1249,6082596,4996,0.024609920808815192,0.25,0.9041095890410958,0.013256142376519096,0.25,0.967032967032967
1250,6086920,5000,0.02453341516382944,0.25,0.9491525423728814,,,
1251,6094636,5004,0.014794775578177348,0.5,0.8333333333333334,,,
1252,6100432,5008,0.01555775654368429,0.25,0.8727272727272727,,,
1253,6104148,5012,0.024150224564434667,0.0,0.7619047619047619,,,
1254,6111320,5016,0.011256938540260723,0.5,0.9047619047619048,,,
1255,6114364,5020,0.019586051354866976,0.25,0.88,,,
1256,6121824,5024,0.01350435300901997,0.0,0.9090909090909091,,,
1257,6123908,5028,0.02780464909847797,0.25,0.925,0.022442617914764974,0.0,0.7931034482758621
1258,6129288,5032,0.01432572939361377,0.25,0.9452054794520548,,,
1259,6134188,5036,0.013112944420854311,0.25,0.8253968253968254,,,
1260,6139312,5040,0.027922075512822036,0.25,0.9027777777777778,,,
1261,6147508,5044,0.05742502793215951,0.25,0.6528497409326425,,,
1262,6155416,5048,0.035793787680867856,0.0,0.6666666666666666,,,
1263,6157340,5052,0.05317055472313892,0.25,0.7777777777777778,,,
1264,6159520,5056,0.02491630706651457,0.5,0.958904109589041,,,
1265,6167236,5060,0.01612872454313131,0.25,0.9230769230769231,0.014110994110922079,0.25,0.9016393442622951
1266,6169896,5064,0.02231747718691166,0.25,0.9195402298850575,,,
1267,6174508,5068,0.0212938125382165,0.25,0.9302325581395349,,,
1268,6178352,5072,0.020870374853002204,0.0,0.7272727272727273,,,
1269,6182356,5076,0.017316620102178572,0.0,0.6875,,,
1270,6184856,5080,0.025781444257662035,0.25,0.90625,,,
1271,6190364,5084,0.017953380793137266,0.25,0.9655172413793104,,,
1272,6193632,5088,0.024972974321005953,0.0,0.85,,,
1273,6197412,5092,0.023372617620407064,0.25,0.9230769230769231,0.019454739561378265,0.25,0.7586206896551724
1274,6205192,5096,0.013062400334384756,0.25,0.8904109589041096,,,
1275,6211052,5100,0.012892682937481654,0.5,0.9365079365079365,,,
1276,6215280,5104,0.02224277406811304,0.25,0.8333333333333334,,,
1277,6218100,5108,0.027222491259955225,0.0,0.891566265060241,,,
1278,6223928,5112,0.018305421184979225,0.0,0.8648648648648649,,,
1279,6226748,5116,0.023650014124978417,0.25,0.8918918918918919,,,
1280,6229024,5120,0.029033842673063873,0.0,0.9122807017543859,,,
1281,6234948,5124,0.018710500763427534,0.0,0.8222222222222222,0.016389282338687878,0.0,0.8571428571428571
1282,6242216,5128,0.014281952640564994,0.25,0.8,,,
1283,6245004,5132,0.03030262862035458,0.0,0.946236559139785,,,
1284,6252880,5136,0.013679158139041175,0.25,0.9278350515463918,,,
1285,6255188,5140,0.02522685224062911,0.25,0.9090909090909091,,,
1286,6262904,5144,0.01770782489187721,0.25,0.8813559322033898,,,
1287,6265980,5148,0.027369810352326097,0.25,0.9152542372881356,,,
1288,6269536,5152,0.03204430314106156,0.0,0.8426966292134831,,,
1289,6271684,5156,0.0542885700960369,0.0,0.7758620689655172,0.01703285544834847,0.0,0.9435483870967742
1290,6277128,5160,0.023106804363527238,0.0,0.9585253456221198,,,
1291,6280332,5164,0.022665913600967067,0.5,0.9016393442622951,,,
1292,6283984,5168,0.024621999107177363,0.0,0.9130434782608695,,,
1293,6291796,5172,0.028600036036751066,0.0,0.7669172932330827,,,
1294,6299576,5176,0.015084959636782537,0.25,0.9166666666666666,,,
1295,6303260,5180,0.01789063511219894,0.25,0.9504950495049505,,,
1296,6307744,5184,0.015600754380822465,0.5,0.7894736842105263,,,
1297,6313156,5188,0.01988796095629134,0.25,0.88,0.011790138541265099,0.5,0.88
1298,6316680,5192,0.028749228312146453,0.25,0.9341317365269461,,,
1299,6324556,5196,0.03356845075084471,0.0,0.6785714285714286,,,
1300,6331856,5200,0.014427696764804356,0.25,0.9693877551020408,,,
1301,6339572,5204,0.02491557054631931,0.25,0.5,,,
1302,6347384,5208,0.01104692112864198,0.0,0.9298245614035088,,,
1303,6355164,5212,0.020193327752010205,0.0,0.94,,,
1304,6360672,5216,0.017955952001754823,0.5,0.9411764705882353,,,
1305,6365284,5220,0.022604926735035877,0.25,0.8507462686567164,0.02760642833035295,0.0,0.9125
1306,6373000,5224,0.018425486057986298,0.0,0.9347826086956522,,,
1307,6380844,5228,0.007100434194156295,0.5,0.9583333333333334,,,
1308,6383152,5232,0.02347152370896806,0.5,0.9230769230769231,,,
1309,6387860,5236,0.02217309706135175,0.0,0.8571428571428571,,,
1310,6391160,5240,0.03198173830171397,0.25,0.8,,,
1311,6396156,5244,0.03048843220197643,0.0,0.8604651162790697,,,
1312,6400320,5248,0.023039134204133678,0.0,0.9436619718309859,,,
1313,6406788,5252,0.022096968727616163,0.25,0.9270833333333334,0.016474881619108917,0.25,0.8275862068965517
1314,6413256,5256,0.018102287667064003,0.0,0.8676470588235294,,,
1315,6419276,5260,0.015529834547502988,0.0,0.9473684210526315,,,
1316,6424016,5264,0.022732364391860903,0.0,0.9465648854961832,,,
1317,6426196,5268,0.029798772492495355,0.5,0.8947368421052632,,,
1318,6433208,5272,0.025956926377577898,0.75,0.9550561797752809,,,
1319,6439324,5276,0.015189022338109447,0.5,0.967391304347826,,,
1320,6443968,5280,0.02926109763947949,0.25,0.935064935064935,,,
1321,6451748,5284,0.017458408233099625,0.0,0.9482758620689655,0.030641320866196354,0.0,0.9644970414201184
1322,6458536,5288,0.021637520776405104,0.25,0.8695652173913043,,,
1323,6462988,5292,0.02834086188409776,0.0,0.8541666666666666,,,
1324,6469424,5296,0.01704211919667844,0.25,0.9634146341463414,,,
1325,6475156,5300,0.02118724039341263,0.0,0.9663865546218487,,,
1326,6479512,5304,0.01705828763460074,0.25,0.8813559322033898,,,
1327,6486140,5308,0.015176861022442518,0.5,0.8571428571428571,,,
1328,6490304,5312,0.014678286622415673,1.0,1.0,,,
1329,6493284,5316,0.02637076123552535,0.25,0.9382716049382716,0.029058590072467333,0.0,0.8472222222222222
1330,6500104,5320,0.01792669409225027,0.25,0.9290780141843972,,,
1331,6503916,5324,0.02776920934262185,0.0,0.9047619047619048,,,
1332,6511856,5328,0.01620341853746885,0.25,0.9454545454545454,,,
1333,6516020,5332,0.013528312912826154,0.5,0.9651162790697675,,,
1334,6521240,5336,0.016984516253444423,0.0,0.8785046728971962,,,
1335,6523484,5340,0.025775511919364533,0.25,0.9195402298850575,,,
1336,6530080,5344,0.017451232994964403,0.5,0.7,,,
1337,6535844,5348,0.015717870576100808,0.25,0.9574468085106383,0.021725506892525358,0.0,0.8888888888888888
1338,6540136,5352,0.021911330837461013,0.0,0.8048780487804879,,,
1339,6543820,5356,0.021100872417286975,0.5,0.945054945054945,,,
1340,6551152,5360,0.011479390033736991,0.0,0.8484848484848485,,,
1341,6554004,5364,0.03812390166350935,0.0,0.803030303030303,,,
1342,6561784,5368,0.017613052093231437,0.0,0.926829268292683,,,
1343,6564028,5372,0.027207450108378127,0.5,0.8214285714285714,,,
1344,6566560,5376,0.0303297184318912,0.0,0.96875,,,
1345,6574372,5380,0.01899773854106014,0.0,0.9467455621301775,0.02258900741629578,0.25,0.9644444444444444
1346,6582216,5384,0.015608795960737734,0.5,0.8695652173913043,,,
1347,6584428,5388,0.02473513728624681,0.0,0.7666666666666667,,,
1348,6587536,5392,0.018056599664084245,0.0,0.9318181818181818,,,
1349,6589748,5396,0.019375209812431394,0.25,0.9310344827586207,,,
1350,6593752,5400,0.02636728588022081,0.0,0.9263157894736842,,,
1351,6598044,5404,0.015159559240663296,0.25,0.9772727272727273,,,
1352,6600704,5408,0.027357441937017474,0.25,0.9292035398230089,,,
1353,6602660,5412,0.02682042649193816,0.0,0.953125,0.02808791621585405,0.25,0.9344262295081968
1354,6604168,5416,0.028507250130049736,0.5,0.9726027397260274,,,
1355,6606860,5420,0.024374274677464135,0.25,0.9245283018867925,,,
1356,6614704,5424,0.013912050748443226,0.0,0.8947368421052632,,,
1357,6620372,5428,0.023195540742448194,0.25,0.9036144578313253,,,
1358,6628184,5432,0.02470780767404346,0.0,0.9225806451612903,,,
1359,6629916,5436,0.03348204166928335,0.0,0.9504950495049505,,,
1360,6637632,5440,0.021210640770340607,0.0,0.7142857142857143,,,
1361,6643620,5444,0.015660082397045097,0.0,0.9125,0.024427570544546376,0.0,0.8253968253968254
1362,6651336,5448,0.014991819412794125,0.25,0.7916666666666666,,,
1363,6656972,5452,0.016381861827236437,0.0,0.7096774193548387,,,
1364,6660272,5456,0.018299939978284302,0.25,0.8333333333333334,,,
1365,6664660,5460,0.02660086008230803,0.0,0.8666666666666667,,,
1366,6668184,5464,0.025256565590081055,0.25,0.7380952380952381,,,
1367,6675900,5468,0.014145179868610138,0.25,0.9552238805970149,,,
1368,6678592,5472,0.028205038658310123,0.25,0.8979591836734694,,,
1369,6680516,5476,0.029752681936478932,0.25,0.9090909090909091,0.03322981424170091,0.25,0.940677966101695
1370,6681640,5480,0.03583409958708703,0.5,0.9347826086956522,,,
1371,6689388,5484,0.020946512727856945,0.25,0.9375,,,
1372,6697520,5488,0.034325653953469,0.25,0.6879432624113475,,,
1373,6702676,5492,0.016672027378723815,0.5,0.9789473684210527,,,
1374,6704696,5496,0.03692783374708526,0.0,0.8941176470588236,,,
1375,6709628,5500,0.024482892079034497,0.0,0.8461538461538461,,,
1376,6715328,5504,0.02635608379417451,0.25,0.8414634146341463,,,
1377,6720452,5508,0.023668223520316764,0.5,0.9411764705882353,0.03375031124273556,0.5,0.9615384615384616
1378,6726344,5512,0.01976421451668121,0.0,0.8860759493670886,,,
1379,6729740,5516,0.021860419986932285,0.25,0.8285714285714286,,,
1380,6732944,5520,0.04287466875352296,0.25,0.7580645161290323,,,
1381,6735188,5524,0.02147754763710782,0.25,0.8823529411764706,,,
1382,6743064,5528,0.01280272649147656,0.0,0.9294117647058824,,,
1383,6747900,5532,0.02355307735803544,0.25,0.8837209302325582,,,
1384,6755648,5536,0.012893738363083957,0.25,0.855072463768116,,,
1385,6759556,5540,0.017631838322547843,0.25,0.8,0.02495713947059505,0.25,0.9548022598870056
1386,6767368,5544,0.015737365868976876,0.25,0.9391304347826087,,,
1387,6772012,5548,0.02659849213905197,0.0,0.8807339449541285,,,
1388,6773584,5552,0.03577617767531955,0.25,0.9024390243902439,,,
1389,6775476,5556,0.037288132765352804,0.25,0.8108108108108109,,,
1390,6779320,5560,0.021497586081006062,0.0,0.8,,,
1391,6782172,5564,0.02610651935646483,0.5,0.9038461538461539,,,
1392,6786304,5568,0.0215779980795081,0.25,0.8875,,,
1393,6793924,5572,0.022823496594804833,0.0,0.8783783783783784,0.017787382190518487,0.5,0.9516129032258065
1394,6796584,5576,0.021307429598348374,0.0,0.9405940594059405,,,
1395,6800172,5580,0.025105338238401352,0.25,0.9459459459459459,,,
1396,6804624,5584,0.017093111931234868,0.25,0.9318181818181818,,,
1397,6812436,5588,0.015081551093468955,0.25,0.9365079365079365,,,
1398,6820216,5592,0.016730709622664597,0.0,0.6666666666666666,,,
1399,6822204,5596,0.022554719034569886,0.5,0.9245283018867925,,,
1400,6825184,5600,0.01810198122663639,0.25,0.8809523809523809,,,
1401,6830436,5604,0.021533720196108906,0.0,0.8444444444444444,0.028352380381045872,0.25,0.8913043478260869
1402,6832616,5608,0.024759739628684326,0.0,0.7966101694915254,,,
1403,6836012,5612,0.01877903647922515,0.5,0.9423076923076923,,,
1404,6838928,5616,0.029306889825208453,0.5,0.935064935064935,,,
1405,6844564,5620,0.02064585676127825,0.25,0.9019607843137255,,,
1406,6847800,5624,0.016956875583983545,0.5,0.8,,,
1407,6849980,5628,0.02629084780107363,0.0,0.9285714285714286,,,
1408,6858144,5632,0.0217406532130745,0.25,0.9072164948453608,,,
1409,6860356,5636,0.02000439780689438,0.0,0.9032258064516129,0.03186958686052471,0.0,0.868421052631579
1410,6863912,5640,0.018345165280247846,0.0,0.8913043478260869,,,
1411,6869644,5644,0.015110573735050974,0.25,0.8695652173913043,,,
1412,6870992,5648,0.023323304263170006,0.75,0.9545454545454546,,,
1413,6876628,5652,0.019093089703537087,0.5,0.875,,,
1414,6884344,5656,0.014490455933812216,0.5,0.9787234042553191,,,
1415,6890940,5660,0.023470760970887666,0.25,0.9154929577464789,,,
1416,6893728,5664,0.019319230638551347,0.25,0.8205128205128205,,,
1417,6901444,5668,0.015050742955738433,0.0,0.7931034482758621,0.01686532872407684,0.0,0.9393939393939394
1418,6907400,5672,0.020453206364296032,0.25,0.9315068493150684,,,
1419,6914412,5676,0.018073708916866858,0.25,0.9595959595959596,,,
1420,6917648,5680,0.0229669181233106,0.25,0.9629629629629629,,,
1421,6925364,5684,0.01563713523180639,0.0,0.8448275862068966,,,
1422,6930264,5688,0.019355163083997703,0.25,0.8769230769230769,,,
1423,6937980,5692,0.016660884851895815,0.25,0.8504672897196262,,,
1424,6942752,5696,0.019933023652983203,0.25,0.75,,,
1425,6945028,5700,0.01965743705199034,1.0,1.0,0.02292957201514848,0.25,0.9719626168224299
1426,6951560,5704,0.01573922476428899,0.25,0.8780487804878049,,,
1427,6955916,5708,0.01563540120504416,0.25,0.9024390243902439,,,
1428,6962160,5712,0.013917281263506602,0.75,0.9781021897810219,,,
1429,6966996,5716,0.02430359604062145,0.25,0.9186991869918699,,,
1430,6972056,5720,0.022573115525322974,0.0,0.7096774193548387,,,
1431,6979260,5724,0.020536218646048616,0.25,0.9444444444444444,,,
1432,6981344,5728,0.031149031619108477,0.25,0.9117647058823529,,,
1433,6985348,5732,0.01374887579737748,0.5,0.8285714285714286,0.05161776655288351,0.0,0.8898305084745762
1434,6988040,5736,0.023471588541191076,0.25,0.7142857142857143,,,
1435,6994380,5740,0.015011543407473966,0.25,0.8849557522123894,,,
1436,6998960,5744,0.01799996783127761,0.0,0.9611111111111111,,,
1437,7002804,5748,0.01976847264405435,0.0,0.8765432098765432,,,
1438,7005528,5752,0.025596200651214988,0.25,0.9494949494949495,,,
1439,7009820,5756,0.016734356874581236,0.25,0.92,,,
1440,7017024,5760,0.017741691427071445,0.25,0.9212598425196851,,,
1441,7021604,5764,0.017103210972639067,0.5,0.9032258064516129,0.018435586385816004,0.0,0.9069767441860465
1442,7026184,5768,0.021595163543066086,0.0,0.9253731343283582,,,
1443,7033228,5772,0.014612079330647827,0.0,0.782608695652174,,,
1444,7035152,5776,0.023590189291572417,0.5,0.8809523809523809,,,
1445,7039028,5780,0.023197052539905706,0.0,0.9246575342465754,,,
1446,7046744,5784,0.015263380293020504,0.25,0.9565217391304348,,,
1447,7051356,5788,0.020495902529332536,0.25,0.9541284403669725,,,
1448,7059136,5792,0.012311031204166146,0.5,0.9532710280373832,,,
1449,7062052,5796,0.031635023279266226,0.0,0.8783783783783784,0.014389270574330532,0.0,0.9626168224299065
1450,7066184,5800,0.025749270361501535,0.0,0.8955223880597015,,,
1451,7071084,5804,0.02580352140415116,0.25,0.9385964912280702,,,
1452,7078800,5808,0.021482926166149517,0.25,0.8985507246376812,,,
1453,7083444,5812,0.022496777930027214,0.25,0.8831168831168831,,,
1454,7091224,5816,0.015098775731326551,0.25,0.835820895522388,,,
1455,7096572,5820,0.02324546651883738,0.25,0.9431818181818182,,,
1456,7104416,5824,0.013328721838030386,0.5,0.9777777777777777,,,
1457,7106244,5828,0.026242964321773466,0.5,0.9107142857142857,0.026363315214714488,0.5,0.7647058823529411
1458,7114024,5832,0.018157055619600217,0.0,0.9117647058823529,,,
1459,7116108,5836,0.02252536846734786,0.75,0.9743589743589743,,,
1460,7119952,5840,0.021654345186396563,0.5,0.8636363636363636,,,
1461,7125588,5844,0.014642999661694524,0.25,0.9710982658959537,,,
1462,7131992,5848,0.017098648085919762,0.0,0.9032258064516129,,,
1463,7140028,5852,0.015473348152677344,0.0,0.910958904109589,,,
1464,7148192,5856,0.01758155828555486,0.5,0.968503937007874,,,
1465,7153092,5860,0.02066479094447352,0.5,0.85,0.015200077144802036,0.25,0.9571428571428572
1466,7154600,5864,0.04037026910679374,0.25,0.9038461538461539,,,
1467,7162316,5868,0.016773040104475195,0.0,0.873015873015873,,,
1468,7164400,5872,0.030910857468167418,0.25,0.8333333333333334,,,
1469,7167796,5876,0.027007578357191198,0.75,0.8933333333333333,,,
